do,1.37830028718,8.96682604171,9
have,1.13313400973,8.54152034924,9
are,0.531666264814,8.52861674202,9
be,4.7965813891,9.03422339017,9
was,5.31667588854,9.3243880113,9
has,4.1911977344,8.91620860807,9
used,2.27337912426,8.17114588724,8
is,1.90181549505,7.87315305965,8
chunked,2.74343012585,7.26585185139,7
having,2.08973524721,6.74437266991,7
contain,7.8062934901,7.1991859717,7
assigning,3.69715087836,6.90071998929,7
converting,7.87735861018,7.38692029216,7
wish,5.58742751052,6.33164463203,6
maximize,8.46675061119,6.02376619385,6
consist,6.00638434316,6.42351595942,6
grouped,3.02189552669,5.74750312375,6
build,4.40880315096,6.39515539303,6
creating,3.62757776317,5.72366056019,6
focus,8.61990301128,5.9927995845,6
try,3.32300820367,6.00490356448,6
opens,1.30882601254,5.49460625945,5
allows,8.01760720274,4.01374532187,4
zoom,7.78582096886,3.07490001826,3
print,7.56867690999,2.5214487267,3
named,6.55236350104,2.68522153444,3
identifying,5.85609835576,3.17272897983,3
recognize,4.89174396031,2.69580034442,3
appear,1.64234558329,1.23249725169,2
gets,1.9973848,1.86712549168,2
contribute,0.874427036597,0.574390231,2
bracketed,5.60283399696,1.01044104692,1
improve,4.07603331392,2.15511031856,2
patterns,0.789863219618,1.17430914625,2
recovering,8.92269643888,1.62084062015,2
posed,3.74356798135,0.564896094689,1
caused,3.51153567666,0.954931403534,1
incorporate,7.74229718695,1.93728820681,1
retrieved,5.04131041087,2.26863677382,1
contained,3.58801733721,2.46069270813,2
following,4.73394286864,2.01435316005,1
identify,1.97634300939,0.601965432846,2
take,7.5453235028,2.07932869804,1
returned,6.96227617832,0.781220396128,1
attempt,1.32745723768,2.19845033839,2
isolate,3.67374656312,1.71223576884,1
suppose,4.8539135264,2.85492940474,3
deal,5.24736558387,1.05526361051,1
comit,5.23311592591,1.55232661699,2
working,7.50634587017,1.23303880476,1
looks,4.40535015932,1.45985807331,1
marked,0.969427653883,1.37705963753,1
finds,6.47006779343,1.69598512726,1
encode,1.18529011288,0.639101513807,1
spans,1.69152113,2.10246658097,1
